index.html,http://120.79.78.206:8095/docs/index.html,,5852,200,16811,1,1,text/html,
index.html,http://120.79.78.206:8095/examples/index.html,,5852,200,1156,144,31,text/html,
index.html,http://120.79.78.206:8095/examples/jsp/index.html,,5852,200,14696,913,371,text/html,
index.jsp,http://120.79.78.206:8095/index.jsp,,5855,200,57,2,6,text/html;charset=ISO-8859-1,
j_security_check,http://120.79.78.206:8095/examples/j_security_check,,6013,200,231,11,11,text/html;charset=ISO-8859-1,
j_security_check,http://120.79.78.206:8095/examples/jsp/cal/j_security_check,,6013,200,231,11,11,text/html;charset=ISO-8859-1,
j_security_check,http://120.79.78.206:8095/examples/jsp/error/j_security_check,,6013,200,231,11,11,text/html;charset=ISO-8859-1,
j_security_check,http://120.79.78.206:8095/examples/jsp/images/j_security_check,,6013,200,231,11,11,text/html;charset=ISO-8859-1,
j_security_check,http://120.79.78.206:8095/examples/jsp/include/j_security_check,,6013,200,231,11,11,text/html;charset=ISO-8859-1,
j_security_check,http://120.79.78.206:8095/examples/jsp/j_security_check,,6013,200,231,11,11,text/html;charset=ISO-8859-1,
j_security_check,http://120.79.78.206:8095/examples/jsp/security/j_security_check,,6013,200,231,11,11,text/html;charset=ISO-8859-1,
j_security_check,http://120.79.78.206:8095/examples/jsp/sessions/j_security_check,,6013,200,231,11,11,text/html;charset=ISO-8859-1,
j_security_check,http://120.79.78.206:8095/examples/jsp/snp/j_security_check,,6013,200,231,11,11,text/html;charset=ISO-8859-1,
j_security_check,http://120.79.78.206:8095/examples/jsp/xml/j_security_check,,6013,200,231,11,11,text/html;charset=ISO-8859-1,
learn/ruubikcms/ruubikcms/tiny_mce/plugins/tinybrowser/error.log,http://120.79.78.206:9081/learn/ruubikcms/ruubikcms/tiny_mce/plugins/tinybrowser/error.log,,6176,200,0,1,1,,
loggers/,http://120.79.78.206:9081/loggers/,,6335,200,0,1,1,application/vnd.spring-boot.actuator.v1+json;charset=UTF-8,
login.html,http://120.79.78.206:8095/examples/jsp/cal/login.html,,6345,200,1557,261,48,text/html,
memberlist,http://120.79.78.206:9081/memberlist,,6593,200,0,1,1,,
metrics/,http://120.79.78.206:9081/metrics/,,6671,200,0,1,1,application/vnd.spring-boot.actuator.v1+json;charset=UTF-8,
pma/index.php,http://120.79.78.206:9081/pma/index.php,,7572,200,0,1,1,,
protected/data/,http://120.79.78.206:8095/examples/jsp/security/protected/data/,,7707,200,650,88,24,text/html;charset=ISO-8859-1,
protected/runtime/,http://120.79.78.206:8095/examples/jsp/security/protected/runtime/,,7708,200,650,88,24,text/html;charset=ISO-8859-1,
servlets/,http://120.79.78.206:8095/examples/servlets/,,8115,200,6831,707,187,text/html,
snoop.jsp,http://120.79.78.206:8095/examples/jsp/snp/snoop.jsp,,8296,200,639,45,42,text/html;charset=ISO-8859-1,
